3.496170	11.945246	
12.333710	21.365481	
21.365481	31.271295	
31.368411	39.720372	
39.914603	47.392522	
47.586753	53.705050	
53.802166	64.193559	
64.582023	72.448404	
72.642636	80.606133	
80.703249	88.569631	
88.763863	96.436013	
96.533128	104.302394	
104.690858	110.809155	
111.100502	117.413031	
117.607262	125.279412	
125.473644	132.077520	
132.174636	141.303523	
141.691986	149.655484	
149.655484	158.978603	
159.367066	166.844985	
167.427680	175.391177	
176.070988	184.131601	
184.422949	191.706635	
191.706635	201.515334	
201.709565	207.245167	
207.536515	216.179823	
216.374055	222.783699	
222.783699	231.232776	
231.427007	239.778968	
240.361663	245.508802	
245.897265	253.083836	
253.472299	258.910785	
259.299249	265.029082	
265.029082	269.593526	
269.884873	276.974328	
277.168560	283.772436	
283.966668	292.124397	
292.221513	299.408084	
299.699431	306.788886	
307.080234	314.363920	
314.461036	322.327418	
322.327418	329.222641	
329.222641	335.632286	
335.826517	341.847698	
341.944814	348.160227	
348.257343	353.598713	
353.792945	361.465095	
361.659326	368.554550	
368.457434	375.255542	
375.644005	381.276723	
381.470954	388.948873	
389.045989	393.513316	
393.610432	398.854687	
398.951803	407.109532	
407.303763	412.645134	
412.742250	417.306693	
417.403809	424.590380	
424.784612	431.000024	
431.388488	436.244279	
436.244279	441.391417	
441.391417	449.257799	
449.743378	453.919359	
454.016474	459.066497	
459.357845	467.515574	
467.515574	475.284840	
475.381956	483.151221	
483.539685	490.629140	
490.823372	500.049375	
500.146491	509.663841	
509.858073	521.609088	
521.609088	535.108187	
535.205303	543.363032	
543.460148	551.812109	
552.006340	567.156409	
567.059293	581.626666	
581.820898	591.726712	
592.018060	602.118105	
602.409453	613.383541	
613.383541	623.774934	
623.774934	632.126895	
632.321126	643.780793	
643.780793	656.988545	
657.085661	669.030907	
669.030907	682.335775	
682.432891	693.212748	
693.406979	705.352225	
705.546457	721.182105	
721.473452	733.904278	
734.001393	747.403377	
747.597609	760.805361	
760.999592	769.740016	
769.740016	783.821811	
783.918927	795.864173	
796.252636	806.741145	
806.935377	821.696982	
821.988329	834.516271	
835.293197	843.645158	
844.033621	854.716362	
855.299057	864.039481	
864.233713	876.761654	
876.955885	888.124205	
888.415553	899.389641	
899.680988	912.791624	
913.082972	927.650345	
928.038809	939.401360	
939.595592	950.569680	
950.861027	963.097621	
963.291852	976.305373	
976.888068	994.077568	
994.368916	1007.382436	
1007.576668	1019.716146	
1020.298841	1034.671983	
1034.671983	1046.908576	
1047.199924	1058.659591	
1058.950938	1073.421196	
1073.809659	1088.474149	
1088.668380	1101.293437	
